reference,evaluation_cohort,evaluation_role,model_id,model_seed,seed_slot,horizon_months,attempted_row_count,evaluation_row_count,status,actual_class,predicted_class,rows
tsi_sd_h,location_holdout,test,M0,1729,20260612,3,4488,0,not_applicable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260612,3,4488,0,not_applicable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260612,3,4488,0,not_applicable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260612,3,4488,0,not_applicable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260612,3,4488,0,not_applicable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260612,3,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,1,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,2,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260613,3,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,1,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,2,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,M0,1729,20260614,3,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,1,4488,0,model_unavailable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,2,4488,0,model_unavailable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,1729,1729,3,4488,0,model_unavailable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,1,4488,0,model_unavailable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,2,4488,0,model_unavailable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,mesotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,mesotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,mesotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,eutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,eutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,eutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,eutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,hypereutrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,hypereutrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,hypereutrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,314159,314159,3,4488,0,model_unavailable,hypereutrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,20260612,20260612,1,4488,0,model_unavailable,oligotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,20260612,20260612,1,4488,0,model_unavailable,oligotrophic,mesotrophic,0
tsi_sd_h,location_holdout,test,P0,20260612,20260612,1,4488,0,model_unavailable,oligotrophic,eutrophic,0
tsi_sd_h,location_holdout,test,P0,20260612,20260612,1,4488,0,model_unavailable,oligotrophic,hypereutrophic,0
tsi_sd_h,location_holdout,test,P0,20260612,20260612,1,4488,0,model_unavailable,mesotrophic,oligotrophic,0
tsi_sd_h,location_holdout,test,P0,20260612,20260612,1,4488,0,model_unavailable,mesotrophic,mesotrophic,0
